TSHIRT5050_WHITE_L,Large,White,10
TSHIRT5050_WHITE_XL,ExtraLarge,White,10
TSHIRT5050_BLACK_XS,ExtraSmall,Black,10
TSHIRT5050_BLACK_S,Small,Black,10
TSHIRT5050_BLACK_M,Medium,Black,10
TSHIRT5050_BLACK_L,Large,Black,10
TSHIRT5050_BLACK_XL,ExtraLarge,Black,10
TANK5050_BLACK_XS,ExtraSmall,Black,11
TANK5050_BLACK_S,Small,Black,11
TANK5050_BLACK_M,Medium,Black,11
TANK5050_BLACK_L,Large,Black,11
TANK5050_BLACK_XL,ExtraLarge,Black,11
TANK5050_WHITE_XS,ExtraSmall,White,11
TANK5050_WHITE_S,Small,White,11
TANK5050_WHITE_M,Medium,White,11
TANK5050_WHITE_L,Large,White,11
TANK5050_WHITE_XL,ExtraLarge,White,11
TANK5050_NAVY_XS,ExtraSmall,Navy,11
TANK5050_NAVY_S,Small,Navy,11
TANK5050_NAVY_M,Medium,Navy,11
TANK5050_NAVY_L,Large,Navy,11
TANK5050_NAVY_XL,ExtraLarge,Navy,11
TANK5050_BURGUNDY_XS,ExtraSmall,Burgundy,11
TANK5050_BURGUNDY_S,Small,Burgundy,11
TANK5050_BURGUNDY_M,Medium,Burgundy,11
TANK5050_BURGUNDY_L,Large,Burgundy,11
TANK5050_BURGUNDY_XL,ExtraLarge,Burgundy,11
WTANK_BLACK_S,Small,Black,11
WTANK_BLACK_M,Medium,Black,11
WTANK_BLACK_L,Large,Black,11
WTANK_WHITE_S,Small,White,11
WTANK_WHITE_M,Medium,White,11
WTANK_WHITE_L,Large,White,11
UMBKI2010_BLACK_TU,OneSize,Black,23
SWEAT5050_YELLOW_XXS,ExtraExtraSmall,Gold,1
SWEAT5050_YELLOW_XS,ExtraSmall,Gold,1
SWEAT5050_YELLOW_S,Small,Gold,1
SWEAT5050_YELLOW_M,Medium,Gold,1
SWEAT5050_YELLOW_L,Large,Gold,1
SWEAT5050_YELLOW_XL,ExtraLarge,Gold,1
SWEAT5050_FORESTGREEN_XXS,ExtraExtraSmall,Forest Green,1
SWEAT5050_FORESTGREEN_XS,ExtraSmall,Forest Green,1
SWEAT5050_FORESTGREEN_S,Small,Forest Green,1
SWEAT5050_FORESTGREEN_M,Medium,Forest Green,1
SWEAT5050_FORESTGREEN_L,Large,Forest Green,1
SWEAT5050_FORESTGREEN_XL,ExtraLarge,Forest Green,1
SWEAT5050_CHERRYRED_XXS,ExtraExtraSmall,Cherry Red,1
SWEAT5050_CHERRYRED_XS,ExtraSmall,Cherry Red,1
SWEAT5050_CHERRYRED_S,Small,Cherry Red,1
SWEAT5050_CHERRYRED_M,Medium,Cherry Red,1
SWEAT5050_CHERRYRED_L,Large,Cherry Red,1
SWEAT5050_CHERRYRED_XL,ExtraLarge,Cherry Red,1
